ID|German_Text|German_StageDir
80364f21|OK, aber dreh mir bitte nicht den Hals um.|ängstlich
80364f1f|Man nennt ihn den Blutigen und er ist der Boss einer berüchtigten Verbrecherbande. Und die Kerle, das waren seine Jungs.|ängstlich
80364f1e|Die siehst du nicht wieder, die liegen jetzt wohl bei Baxter.|ängstlich
80364f1d|Du erklärst mir besser ganz schnell, wo meine Splitter sind.|N/A: 
80364f1c|Du...du..hast überlebt?|stammelt
80364f1b|Du sollst den naiven Idioten die Kohle aus den Taschen leiern und sie nicht hierher bringen.|N/A: 
80364f1a|Dein Freund wird jetzt gerupft, das ist nichts für dich!|N/A: 
80364f00|DU hältst jetzt das Maul. Verzieh dich zurück auf deinen Platz, aber ein bisschen plötzlich.|N/A: 
80364eff|Was hätte ich denn machen sollen, ich...|wird unterbrochen
80364efe|Habe ich dir nicht gesagt, du sollst alleine kommen?|
80364efd|Mir bleibt wohl keine Wahl. Folge mir.|
80364efb|Du bist in meiner Gegenwart sicher.|N/A: 
80364efa|Wenn du nicht tust, was ich sage, sind sie dein kleinstes Problem.|N/A: 
80364bea|Die Kerle sind gefährlich, wenn ich mit dir bei Ihnen aufkreuze, dann bringen bringen sie mich um!|N/A: 
80364be9|Du bringst mich auf der Stelle zu deinen Leuten.|N/A: 
80364be8|Bin schon weg!|verängstigt
80364be7|Wirds bald?|N/A: 
80364be6|O...Okay. Ich... äh...|verängstigt
80364be5|Du verschwindest besser ganz schnell aus meinen Augen.|N/A: 
80364be4|Der Kaufpreis ist mittlerweile auf ZEHNTAUSEND Splitter angestiegen. |N/A: 
80364be3|Also, es gibt noch einen anderen Interessenten und der hat weitaus mehr als du geboten.|N/A: 
80364be2|Keine Erklärungen, die Rüstung. Jetzt!|nachdrücklich
80364be1|Die Sache ist die...|wird unterbrochen
80364bc9|Tjaa alsoooo, es gab ein paar Schwierigkeiten.|druckst herum
80364bc8|Ich habe lange genug gewartet, wo ist die Rüstung?|N/A: 
80364bc7|Wir sehen uns morgen.|N/A: 
80364bc6|Du kennst ja das Prozedere. Ich werde ein paar Stunden brauchen, um das Geschäft abzuwickeln.|N/A: 
80364bc5|Es gibt keinen Grund, misstrauisch zu werden. Das ist ein todsicheres Ding!|N/A: 
80364bc4|Ich steig aus.|N/A: 
80364bc3|Gut, aber das ist das letzte Mal.|N/A: 
80364bc2|Angeblich geht es um den Prototyp einer neuartigen Rüstung oder so was. Genau weiß ich das nicht.|N/A: 
80364bc1|Alles was sie verlangen, ist eine weitere Anzahlung des Vertrauens.|N/A: 
80364bc0|Ich habe gute Neuigkeiten, meine Leute haben ein Geschäft aufgetan, dass das Alte um ein Vielfaches in den Schatten stellt.|N/A: 
80364ba8|Da bist du ja!|N/A: 
80364ba7|Aber es ist ja deine Entscheidung.|N/A: 
80364ba6|Tja, manche Gelegenheiten gibt es nur einmal.|N/A: 
80364ba5|Du bist ein kluger Kerl. Komm morgen wieder.|N/A: 
80364ba4|Kein Interesse.|N/A: 
80364ba3|Na gut. Hier.|N/A: 
80364ba2|Ab-so-lute Spitze.|verschwörerisch
80364ba1|Und wer genau sind die?|N/A: 
80364ba0|Keine Sorge, das sind Spitzenleute.|N/A: 
80364b9f|Du erwartest, dass ich dir und deinen Leuten trauen soll?|N/A: 
80364b87|Ich verspreche dir, die Anzahlung ist bei mir in guten Händen, also?|N/A: 
80364b85|Sie haben mir aufgetragen dir auszurichten, dass, wenn du dich spendabel zeigst, sie dir etwas überreichen, dass dich nicht enttäuschen wird .|N/A: 
80364b84|Ich habe mal ein paar alte Freunde aufgesucht.|N/A: 
80364b83|Ah, da ist ja der Wohltäter.|N/A: 
80364b82|Komm in einem Tag wieder, dann habe ich vielleicht etwas für dich.|N/A: 
80364b81|Und weil du so ein gutes Herz hast, werde ich meine Kontakte spielen lassen.|
80364b80|Danke, das werde ich dir nicht vergessen.|N/A: 
80364b66|Da, nimm.|N/A: 
80364b65|Geh mir aus dem Weg.|N/A: 
80364b64|Ich erkläre dir dann auch, was du über über die Stadt wissen musst.|N/A: 
80364b63|Hey, du hast doch sicher ein paar Splitter für einen Veteranen.|bettelnd
80364b62|Schon gut, ich drück ihn noch einmal an meine Schmerzgrenze. Mehr ist nicht drin.|N/A: 
80364b61|Irgendwann habe ich sicher mal Mitleid mit dir.|N/A: 
80364b60|Da brauche ich ein paar Splitter.|N/A: 
80364b5f|Hey, ich will doch nicht den Müll fressen, den sich die Bettler krallen.|N/A: 
80364b5e|Der Preis ist immer noch zu hoch.|N/A: 
80364b5d|Der Typ, der jetzt Ärger mit mir sucht, bereut es ganz schnell.|N/A: 
80364b45|Umsonst ist bei mir nichts.|N/A: 
80364b44|Ist recht, habe eh genug um die Ohren.|N/A: 
80364b43|Solange die Preise stimmen.|N/A: 
80364b42|Vergiss, dass ich dich angesprochen haben.|N/A: 
80364b41|Nur noch eine Amtszeit, dann kann ich in den Ruhestand.|N/A: 
80364b40|Sei also so freundlich und beweise mir, dass du die Ausnahme bist.|N/A: 
80364b3f|Gerade bei diesem arbeitsscheuen Gesindel aus der Wüste|N/A: 
80364b3e|Wenn sie versucht, dich in diese Angelegenheit mit einzubinden, dann tu das einzig Richtige und bring MIR, was sie verlangt.|N/A: 
80364b3d|Irgendwann aber wird sie Erfolg haben. Ich appelliere daher an deine Vernunft, sage dir eines klar und deutlich.|N/A: 
80364b3c|Ich verdächtige sie schon eine ganze Weile, aber nach meinem Kenntnisstand wurde sie noch nicht mit neuen Waffen ausgestattet.|N/A: 
80364b24|Spar dir deinen Atem. Du bist Paige also schon begegnet.|N/A: 
80364b23|Ich weiß, wer Waffen in die Kuppelstadt schmuggeln will.|N/A: 
80364b22|Und bis es soweit ist, sorg ich dafür, dass der Kleine in Sicherheit ist.|N/A: 
80364b21|Dann bin ich jetzt wohl ein Mitglied der Kleriker, das glaubt mir keiner.|N/A: 
80364b20|Auch wenn ich zugeben muss, dass ihr Kleriker hier völlig fehl am Platz seid.|N/A: 
80364b1f|Außerdem haben sie sicher schon genug gelitten.|N/A: 
80364b1e|Gut. Denn aus einer schlechten Tat geht nie etwas Gutes hervor.|N/A: 
80364b1d|Nein.|N/A: 
80364b1c|Ach, nicht der Rede wert.|N/A: 
80364b1b|Danke.|N/A: 
80364b03|Wenn du also doch etwas für die Gemeinschaft tun willst, kannst du sie später gerne in Empfang nehmen.|N/A: 
80364b02|Na gut, Krüppel ist vielleicht etwas übertrieben.|N/A: 
80364b01|Bis du begriffen hast, dass Unbefugte hier kein Zutritt haben. BIST du befugt oder was hast du hier zu suchen?|N/A: 
80364b00|Wie oft willst du den Spruch noch wiederholen?|genervt
80364aff|Mehr kann und will ich nicht darüber erzählen.|N/A: 
80364afe|Auch wenn es sich ein Witz anhört, hier ist es hundertmal sicherer als da, wo ich herkomme.|N/A: 
80364afd|Die falschen Freunde, die falschen Ziele, das falsche Leben.|N/A: 
80364afc|Das musst du mir erklären.|N/A: 
80364afb|Die Vergangenheit.|N/A: 
80364afa|Warum hat es dich nach Ignadon verschlagen?|N/A: 
80364ae2|Ein mieser Ort, um sich das Qualmen abzugewöhnen.|N/A: 
80364ae1|Meistens pennt man zwar im Mief des Anderen, aber es gibt Schlimmeres.|N/A: 
80364ae0|Du kannst die Betten in unserem Lager jederzeit benutzen.|N/A: 
80364ade|Ein Mann mit Verstand.|N/A: 
80364adc|Und komm ja nicht auf die Idee, ein Nickerchen zwischen den Felsen zu machen.|N/A: 
80364adb|Besser du vergisst nicht, dich ab und an in die Horizontale zu begeben.|N/A: 
80364ada|Könntest aber eine Mütze voll Schlaf vertragen, ich sehs dir doch an.|N/A: 
80364ad9|Klar, warum nicht?|N/A: 
80364ac1|Nein.|N/A: 
80364ac0|Bist du auf der Suche nach einer Bleibe?|N/A: 
80364abf|Den Tipp gibt es frei Haus.|N/A: 
80364abe|Ich sag dir, wenn du aus dem Achselschweiß eine Suppe machen kannst, dann wird es Zeit für eine Pause.|N/A: 
80364abd|Na, bist wohl auch schon eine Weile auf den Socken.|N/A: 
80364abc|Halt dir immer den Rücken frei.|N/A: 
80364abb|Anders formuliert: Das hier ist der letzte Ort, an dem du sein willst, wenn du noch grün hinter den Ohren bist.|N/A: 
80364aba|Meine Angelegenheit, jetzt winde dich nicht heraus.|N/A: 
80364ab9|Von wem hast du diese Information?|N/A: 
80364ab8|Also verschwende deine Zeit nicht mit dem Gejammer dieser Subjekte.|
803647a9|Das will JEDER Gefangene. Aber niemand kann sich dem Griff unserer Suggestoren entziehen.|N/A: 
803647a8|Ist dir klar, dass Eli fliehen will?|N/A: 
803647a7|Zu dumm, aber ich muss wohl damit leben.|N/A: 
803647a6|Aber jetzt kann man es auch nicht mehr ändern, andernfalls riskiere ich, dass Suggestor Balder mich ins Gebet nimmt.|N/A: 
803647a5|Er sollte TOT sein und nicht in unserer Mitte.|N/A: 
803647a4|Eli ist suggestiert worden.|N/A: 
803647a3|Komm zurück, wenn du es dir anders überlegt hast.|N/A: 
803647a2|Also sei nicht so vorschnell mit einem Urteil.|N/A: 
803647a1|Eines Tages wird dein Arsch auch auf diesem Boden versauern.|N/A: 
803647a0|So, hast du nicht? Na dann habe ich ein paar Neuigkeiten für dich.|N/A: 
80364788|Mit jemandem wie dir habe ich kein Mitleid.|N/A: 
80364787|Jetzt HAU endlich ab!|verärgert
80364786|Wenn du es nicht tust, dann tut es niemand, also mach es!|N/A: 
80364785|Bring ihn um, von mir aus direkt in der Zelle.|auffordernd
80364784|Aber das Schwein soll sterben!|entrüstet
80364783|Ich habe Eli zum Verrotten zurückgelassen.|N/A: 
80364782|Weißt du was, verpiss dich einfach! Dann muss ich in meinen letzten Stunden wenigstens deine dumme Fresse nicht mehr sehen.|N/A: 
80364781|Ich erzähl dir, wie es um mich steht und du Penner besitzt die Frechheit, einen auf Henker zu machen?|N/A: 
80364780|Sag mal, hat man dir ins Hirn geschissen?|N/A: 
8036477f|Von mir aus kannst du hier verrotten.|N/A: 
80364767|Ich bin nur ein einfacher Arbeiter. Bring es also zu Ende.|N/A: 
80364766|DU musst das machen, ich dachte das wäre klar?|N/A: 
80364765|Momomomoment! ICH kann ihn doch nicht zur Strecke bringen, sieh mich doch an!|stottert/verunsichert
80364764|Er hat sich vor das Tor begeben und wartet dort auf dich.|N/A: 
80364763|Wo ist er jetzt?|N/A: 
80364762|Eli ist frei.|N/A: 
80364761|Bei mir verhält es sich anders, irgendwo muss er noch ein Stück Resthirn besitzen, dass sich an mich erinnert.|N/A: 
8036475f|Unser letzter Raubzug auf eine Karawane war so erfolgreich, da gab es keinen Anlass, den Typen ein paar Splitter abzuluchsen.|N/A: 
8036475e|Oder haben sie mich deswegen in das Loch verfrachtet?|überlegt
80364746|Aber das ist totaler Blödsinn, das hätten wir auch gar nicht nötig gehabt.|N/A: 
80364745|Die Jungs dachten wohl, meine Leute und ich hätten versucht, einen ihrer Außenposten zu überfallen.|N/A: 
80364744|Was hast du verbrochen?|N/A: 
80364743|Aber alles in allem komme ich aber über die Runden.|N/A: 
80364742|Ab und an muss ich auch in den Schächten mit anpacken, wenn niemand Interesse an meinem Zeug zeigt.|N/A: 
80364741|Definiere 'viel'. Natürlich ist Ignadon nicht gerade der beliebteste Umschlagplatz der Welt.|N/A: 
80364740|Hast du viele Kunden?|N/A: 
8036473f|Halte dich von ihm fern!|N/A: 
8036473e|Natürlich, er ist nicht gerade zurückhaltend, was seine Abneigung Fremden gegenüber angeht.|N/A: 
8036473d|Du weißt von seinen Plänen?|N/A: 
80364725|Langsam bin ich es leid, dass er ständig versucht, irgendwelche Leute für dieses Vorhaben zu gewinnen.|N/A: 
80364724|Du kennst meine Meinung. Weder er noch sonst irgendjemand hat sich des Gefangenen anzunehmen.|N/A: 
80364723|Wolf will Eli beseitigen.|N/A: 
80364722|Es kommt schließlich nicht alle Tage vor, dass ich einem Außenstehenden so viel Vertrauen schenke.|N/A: 
80364721|Aber du bist noch nicht so lange Mitglied dieses Haufens wie der Rest von uns, darum hoffe ich bei dir auf ein offenes Ohr.|N/A: 
8036471f|Denkst du, das weiß ich nicht? Es steht ja auch ziemlich viel auf dem Spiel.|N/A: 
8036471e|Also hör auf deinen Verstand und binde es keinem der Suggestoren auf die Nase.|N/A: 
8036471d|DU würdest keine Belohnung einsacken und ICH würde mich weiterhin über die Anwesenheit dieses Typen ärgern.|N/A: 
8036471c|Könntest du, aber damit wäre niemandem geholfen.|N/A: 
80364704|Ich könnte dich auch einfach verpfeifen.|N/A: 
80364703|Du verlangst ganz schön viel.|N/A: 
80364702|Wir dürfen es nicht zulassen, dass sich solche Kerle hier länger als nötig aufhalten.|N/A: 
80364701|Darum muss man zu drastischeren Maßnahmen greifen, um sie auszuschalten.|N/A: 
80364700|Und ob. Eine Bedrohung hinter Gittern bleibt eine Bedrohung.|N/A: 
803646ff|Von einem Gefangenen kann keine Gefahr ausgehen.|N/A: 
803646fe|Manchmal WEIß man Dinge einfach, darum kannst du dich auf meine Einschätzung verlassen.|N/A: 
803646fd|Ich habe es in seinen Augen gesehen, da flammte blanker Hass auf.|N/A: 
803646fc|Und warum glaubst du, dass er gefährlich ist?|N/A: 
803646e3|Hast wohl doch die Vorzüge des Fortschritt erkannt was, ha ha.|N/A: 
803646e1|Dieses verdammte Gestein gibt nicht so schnell nach, wie ich mir das vorgestellt habe.|N/A: 
803646e0|Ich stecke einfach bis zum Hals in Arbeit, nichts weiter.|N/A: 
803646df|Na ja, seis drum. Ich muss dann mal wieder.|kurz angebunden
803646de|Stör ich?|N/A: 
803646dd|Wenn die 'paar' Steine ein paar Tonnen wiegen und nur noch deine Füße unter ihnen hervorgucken, weißt du warum.|N/A: 
803646dc|Du machst aber nicht den Eindruck, als hättest du ein Problem damit.|N/A: 
803646db|Warum sollte man vor ein paar Steinen Angst haben?|N/A: 
803646da|Damit solltest du jedweden Widerstand brechen können.|N/A: 
803646c2|Ich will diejenigen, die dieses Zeug überhaupt erst an uns herangetragen haben.|N/A: 
803646c1|So? Dann hast du vielleicht ein Interesse daran, diejenigen ausfindig zu machen, die unsereins mit dem Zeug beliefert haben!|N/A: 
803646c0|Um die Sache habe ich mich auch schon gekümmert.|N/A: 
803646bf|Versteh mich aber jetzt bloß nicht falsch, ich rede NICHT von den Elexhändlern, die Reinhold Kopfschmerzen bereiten, die sind nicht meine Baustelle.|N/A: 
803646be|Lass gut sein.|leicht amüsiert/beschwichtigend
803646bd|Vielleicht erfährst du es ja, irgendwann MUSS er sich ja mal vom Fleck bewegen.|N/A: 
803646bc|Darum würde ich es als persönlichen Gefallen ansehen, wenn du mir dein Ohr leihst.|N/A: 
803646bb|Aber ich halte es lieber so, dass ich sage was ich denke, als dass ich etwas unausgesprochen lasse.|N/A: 
803646ba|Ja, ein weiterer Grund, warum ich immer wieder in Schwierigkeiten gerate.|N/A: 
803646b9|Du bist ziemlich direkt.|N/A: 
803646a0|Ach, wer redet denn von Schwierigkeiten? Es ist nur eine Kleinigkeit, wirklich!|N/A: 
8036469f|Ich habe nicht vor, in Schwierigkeiten zu geraten.|N/A: 
8036469e|Hör immer auf dein Herz!|N/A: 
8036469c|Nein, ich stecke mitten in den Vorbereitungen, einen unserer Gefangenen gefügig zu machen.|N/A: 
8036469b|Alles andere wäre auch äußerst töricht von dir gewesen.|N/A: 
80364699|Nein. Und wage es nicht, ein weiteres Mal meine Entscheidung anzuzweifeln!|N/A: 
80364698|Damit kann ich leben.|N/A: 
80364680|Für mich nicht, rück meine Splitter wieder raus!|N/A: 
8036467f|Ja, du hast dann alles was du brauchst und ich kann mich endlich wieder auf meine Arbeit konzentrieren.|N/A: 
8036467e|Na warten wir ab, bis du zurück bist.|N/A: 
8036467d|Viel Erfolg!|N/A: 
8036467c|Du vertraust mir einfach so deine Splitter an?|N/A: 
8036467b|Kleinigkeit.|N/A: 
8036467a|Aber vielleicht mag unsere Magie das vollbringen, schließlich ist SIE es, die unser Überleben sichert.|N/A: 
80364678|Auch wenn uns die Magie vor den Gefahren da draußen schützt, ersetzt sie keinen vollen Magen.|N/A: 
80352e25||
8034ace3|Man muss lebensmüde sein, um es seinem Besitzer zu entreißen.|
8032a1eb|Amulette|
802bd05d|Ein Diebstahl in Goliet|
802a62a1|Guter Kampf!|NPC beobachtet das Monster oder NPC besiegt wurde und findet dies gut. ("Nicht schlecht!")
802a62a0|Respekt alter...|NPC beobachtet das Monster oder NPC besiegt wurde und findet dies gut. ("Nicht schlecht!")
802944da|Und wer über diese Macht verfügt, braucht keine Technik.|N/A: 
802944d9|Das Elex selbst ist mit Vorsicht zu genießen, aber wenn es den Transformationsprozess durchlaufen hat, ist es uns möglich, mächtige Magie damit zu wirken.|N/A: 
802944d7|Ich lasse mich jedenfalls nicht davon blenden.|N/A: 
802944d6|Typen wie dich interessiert doch nur unsere Magie und nicht die Probleme der einfachen Leute.|N/A: 
802944d4|Ach tu doch nicht so, als hättest du Mitleid.|N/A: 
802944d2|Beruhig dich erst einmal.|beschwichtigend
802944b9|Aber was bringt mir die Zauberei, wenn ich Hunger habe?|N/A: 
802944b8|Unsere Gemeinschaft schuftet sich jeden Tag den Buckel krumm, damit wir von diesem Hokuspokus profitieren.|N/A: 
802944b6|Zaubersprüche, Magie, nenn es wie du willst.|abfällig
802944b5|Zaubersprüche?|N/A: 
802944b4|Sollen sie mit ihren Zaubersprüchen doch das Zeug ranschaffen, ICH kann es jedenfalls nicht.|gereizt
802944b2|Stör mich nicht. Ich brauche innere Ruhe und Einkehr.|N/A: 
802944b1|Das funktioniert natürlich nur, solange Banditen und Viecher einen seine Arbeit machen lassen, was aber nur selten der Fall ist.|N/A: 
802944b0|Außerdem ist er als Knotenpunkt wichtig, um zu kontrollieren, wer einen Fuß nach Ignadon setzt.|N/A: 
80294498|Hier können die Rekruten ihren letzten Schliff bekommen.|N/A: 
80294497|Welchen Zweck verfolgt der Außenposten?|N/A: 
80294496|Hauptsache, du lässt hier und da was springen, sonst bin ich nicht bereit, mein Wissen mit dir zu teilen.|N/A: 
80294495|Ich bin zwar kein Ausbilder, aber wenn dir das egal ist, lässt sich da sicher was machen.|N/A: 
80294494|Kannst ich von dir etwas lernen?|N/A: 
80294493|Wir kriegen hier beigebracht, wie man mit diesen Säcken umgehen muss.|N/A: 
80294492|Hier bist du jedenfalls sicher.|N/A: 
80294490|Hier draußen gelten andere Spielregeln.|N/A: 
8029448f|Kurz gesagt, gib da einfach nichts drauf. |N/A: 
80294477|Aber vielleicht überlegst du dir es ja noch einmal und ich kann dich an meiner Idee teilhaben lassen.|N/A: 
80294476|Komm einfach zu mir, wenn du mir zu einer zweiten Chance verhelfen willst.|N/A: 
80294475|Das ist immerhin etwas.|N/A: 
80294474|Kann ich also auf dich zählen?|N/A: 
80294472|Nachher schickst du mir noch jemanden, der zu dumm ist, einen Vierkantbohrer zu bedienen.|N/A: 
80294471|Ich wünsche dir viel Erfolg dabei.|N/A: 
80294470|Wenn du also jemanden kennst, der sich dieser Aufgabe gewachsen fühlt, nur raus damit. |N/A: 
8029446e|Ich habe so meine Bedenken, dass die Meisten hier das nötige Feingefühl besitzen, um mit ihnen zu verhandeln.|N/A: 
80294456|Das machen vielleicht die Albs oder Outlaws, aber NICHT wir Kleriker!|N/A: 
80294455|Ich will auf keinen Fall, dass unnötig Blut vergossen wird.|N/A: 
80294454|Warum hast du dann nicht schon längst jemanden geschickt?|N/A: 
80294453|Oder man überfällt sie und nimmt sich, was man braucht.|N/A: 
80294451|Gute Ware ist teuer.|N/A: 
80294450|Diese Woche ist wieder ein Bohrer kaputtgegangen.|N/A: 
8029444f|Zumal ich davon ausgehe, dass du sowieso nichts vom Erzabbau und der Stahlverarbeitung verstehst.|N/A: 
8029444e|Aber lass dich von meinem Gerede nicht weiter aufhalten.|N/A: 
8029444d|Ein toter Outlaw erregt hier nämlich nur selten Mitleid.|N/A: 
80294435|Bei unserem geringen Anteil an menschlichen Soldaten fallen neue Gesichter schnell auf, darum ist es gut, wenn ich dir ein paar Takte über mich erzähle.|N/A: 
80294434|Ist das so offensichtlich?|N/A: 
80294433|Die gehört mir nur zur Hälfte, die andere gehört meinen Bruder, aber das nur nebenbei erwähnt.|N/A: 
80294432|Dass ich dich ins Vertrauen ziehe, ist nicht selbstverständlich. Verspiel es also nicht, Outlaw!|N/A: 
80294431|Befrei ihn und ich sorge für eine passende Belohnung.|N/A: 
80294430|Ah ja. Ich tu dann mal so, als wenn ich dir das abkaufen würde.|N/A: 
